0.24161,0.082518,0.22745,0.27804,0.14628,0.23888,0.24429,0.33859,0.26586,0.27594,0.20374,0.24906,0.17316,0.21587,0.24848,0.2178,0.25283,0.37147,0.15382,0.22621,0.31141,0.18321,0.22726,0.039846,0.27275,0.21743,0.23177,0.075968,0.35639,0.24498,0.23353,-0.053778,0.37104,0.53515,0.11814,0.33929,0.34163,0.3874,0.37158,0.18059,0.44087,0.27736,0.25342,0.23335,0.1566,0.14173,0.22756,0.059843,0.26381,0.18583
-0.33578,-0.46977,-0.43777,-0.42615,-0.48334,-0.43475,-0.41765,-0.65741,-0.46011,-0.57197,-0.2925,-0.26349,-0.22029,-0.38514,-0.66212,-0.39538,-0.27624,-0.53407,-0.50186,-0.3946,-0.55541,-0.58959,-0.62124,-0.46495,-0.43795,-0.35384,-0.57871,-0.46271,-0.54535,-0.4579,-0.56083,-0.45036,-0.49516,-0.41121,-0.44101,-0.52573,-0.30756,-0.4444,-0.3779,-0.40184,-0.33629,-0.55363,-0.4898,-0.3738,-0.3357,-0.53135,-0.33313,-0.68897,-0.45834,-0.36795
-1.4343,-1.4002,-1.4752,-1.4802,-1.4249,-1.2834,-1.472,-1.304,-1.5733,-1.3696,-1.3046,-1.3464,-1.4087,-1.406,-1.2579,-1.5575,-1.4427,-1.5152,-1.4614,-1.5232,-1.4589,-1.4546,-1.3863,-1.4116,-1.4113,-1.3622,-1.4767,-1.3845,-1.6062,-1.3303,-1.3611,-1.4581,-1.4335,-1.3235,-1.6329,-1.5196,-1.3667,-1.4571,-1.4392,-1.6651,-1.6341,-1.4311,-1.5859,-1.5753,-1.2689,-1.6033,-1.4041,-1.3322,-1.4351,-1.4483
-0.18872,-0.21163,-0.39276,-0.12896,-0.27952,-0.13342,-0.12759,-0.23607,-0.29458,-0.19531,-0.35078,-0.26292,-0.25561,-0.17092,-0.2395,-0.24633,-0.33143,-0.38247,-0.32316,-0.13699,-0.16252,-0.38495,-0.095614,-0.37811,0.015078,-0.20415,-0.16714,-0.19227,-0.10838,-0.12662,-0.35805,-0.39757,-0.20074,-0.19579,-0.24926,-0.23363,-0.1787,-0.17548,-0.30349,-0.24911,-0.28528,-0.24725,-0.27132,-0.33504,-0.15665,-0.057209,-0.23855,-0.309,-0.18646,-0.23567
0.27513,0.38862,0.51051,0.40823,0.40444,0.43517,0.48389,0.67484,0.34286,0.25487,0.4181,0.49389,0.53827,0.39131,0.42819,0.33632,0.40086,0.19167,0.45531,0.40795,0.5292,0.37673,0.55805,0.4677,0.53932,0.40887,0.25,0.42358,0.40653,0.29197,0.45121,0.51537,0.47169,0.33817,0.46219,0.43764,0.44938,0.41527,0.46303,0.33574,0.53012,0.50494,0.33669,0.40186,0.47507,0.52242,0.28657,0.56776,0.53955,0.49751
-1.6579,-1.5328,-1.4669,-1.5455,-1.5946,-1.4705,-1.6028,-1.5721,-1.5262,-1.5327,-1.6692,-1.6929,-1.4758,-1.6368,-1.4461,-1.4928,-1.4607,-1.5018,-1.3263,-1.6445,-1.4889,-1.4445,-1.5079,-1.5017,-1.4336,-1.5039,-1.5625,-1.3575,-1.3666,-1.5205,-1.5178,-1.5231,-1.3841,-1.4934,-1.571,-1.5354,-1.4262,-1.5732,-1.5215,-1.4503,-1.58,-1.4335,-1.6608,-1.7493,-1.3986,-1.5644,-1.5468,-1.5464,-1.6905,-1.4746
1.7361,1.7222,1.4875,1.6863,1.653,1.5866,1.472,1.6806,1.5303,1.4983,1.6911,1.3671,1.4601,1.589,1.7055,1.6199,1.7515,1.67,1.6018,1.7356,1.4052,1.467,1.8016,1.7491,1.6755,1.6139,1.4287,1.7883,1.6458,1.6891,1.8181,1.4822,1.7433,1.7647,1.7318,1.3768,1.6977,1.6222,1.856,1.6743,1.8366,1.5071,1.7385,1.6739,1.7126,1.6917,1.5257,1.5975,1.6547,1.6616
-0.077033,-0.079678,-0.14404,-0.038657,-0.18593,-0.016473,0.094274,0.062171,-0.090232,-0.10842,0.12854,-0.15139,-0.18649,-0.0073021,0.036819,-0.027345,-0.0088431,-0.1274,0.026027,-0.185,-0.073966,-0.031479,-0.063662,0.12878,0.052614,0.011116,-0.038599,0.12769,-0.079926,-0.14811,-0.089271,-0.094425,0.071025,0.069022,0.023287,-0.0075045,0.045648,-0.13767,-0.053029,-0.20092,-0.15597,0.052401,-0.070123,-0.078793,0.02639,-0.051269,-0.17557,-0.038134,-0.049356,0.031901
-0.60481,-0.61217,-0.48786,-0.54347,-0.54314,-0.40887,-0.562,-0.55075,-0.52219,-0.6172,-0.58641,-0.8263,-0.52603,-0.52912,-0.76058,-0.40055,-0.58886,-0.31751,-0.54074,-0.68085,-0.52769,-0.64678,-0.49883,-0.64076,-0.40828,-0.46181,-0.59735,-0.61758,-0.54221,-0.49619,-0.53567,-0.56049,-0.61503,-0.6497,-0.51201,-0.56047,-0.48346,-0.62894,-0.52723,-0.46024,-0.52794,-0.49298,-0.52185,-0.45364,-0.55544,-0.50739,-0.54057,-0.37728,-0.4355,-0.5453
1.0272,0.93293,1.2625,1.1874,1.0932,1.124,1.0079,0.9527,1.217,1.2318,1.0163,1.1734,1.2874,1.1083,0.92138,0.98281,1.1319,1.113,1.1527,1.029,1.1107,1.1271,1.0582,1.1482,1.0258,1.258,1.0724,1.1246,1.1728,1.1314,1.1579,1.3053,1.0196,1.1513,1.0267,1.1687,0.96294,1.1326,1.1163,1.2925,1.0187,1.2453,1.1569,1.2336,1.0229,1.232,1.0935,1.0886,1.2029,1.0845
